"submission_year","tri_facility_id","tri_facility_name","rsei_media","county","state","chemical","industry_sector","new_industry_flag","rsei_score"
2016,"10562MTLLZ19SOU","METALLIZED CARBON CORP","Stack Air Releases","WESTCHESTER","NY","Copper","339 Miscellaneous Manufacturing","False",6.19497
2008,"06110CLTND545NE","COLT'S MANUFACTURING CO LLC","Stack Air Releases","HARTFORD","CT","Lead","332 Fabricated Metals","False",6.19457
2009,"06095TRBTC651DA","TURBOTEC PRODUCTS INC","Stack Air Releases","HARTFORD","CT","Copper","332 Fabricated Metals","False",6.1929
2017,"06492MRCNCSOUTH","ALLNEX USA INC WALLINGFORD CT SITE","Stack Air Releases","NEW HAVEN","CT","Xylene (mixed isomers)","325 Chemicals","False",6.19254
2008,"11788RRSRC225MA","PALL CORP","Fugitive Air Releases","SUFFOLK","NY","tert-Butyl alcohol","333 Machinery","False",6.19236
2011,"06704MRCNL1358T","AMERICAN ELECTRO PRODUCTS INC","Fugitive Air Releases","NEW HAVEN","CT","Lead compounds","332 Fabricated Metals","False",6.19178
2016,"06492MRCNCSOUTH","ALLNEX USA INC WALLINGFORD CT SITE","Stack Air Releases","NEW HAVEN","CT","Xylene (mixed isomers)","325 Chemicals","False",6.19119
2012,"06787SMMTC1430W","SUMMIT CORP OF AMERICA","Fugitive Air Releases","LITCHFIELD","CT","Nitric acid","332 Fabricated Metals","False",6.18627
2008,"06095TRBTC651DA","TURBOTEC PRODUCTS INC","Stack Air Releases","HARTFORD","CT","Copper","332 Fabricated Metals","False",6.17959
2013,"06360PHLPS41WAW","FREEPORT-MCMORAN COPPER PRODUCTS NORWICH ROD PLANT","Stack Air Releases","NEW LONDON","CT","Copper compounds","331 Primary Metals","False",6.17735
2011,"06787SMMTC1430W","SUMMIT CORP OF AMERICA","Fugitive Air Releases","LITCHFIELD","CT","Nitric acid","332 Fabricated Metals","False",6.16808
2007,"06095TRBTC651DA","TURBOTEC PRODUCTS INC","Stack Air Releases","HARTFORD","CT","Copper","332 Fabricated Metals","False",6.16629
2010,"06787SMMTC1430W","SUMMIT CORP OF AMERICA","Fugitive Air Releases","LITCHFIELD","CT","Nitric acid","332 Fabricated Metals","False",6.15041
2012,"06360PHLPS41WAW","FREEPORT-MCMORAN COPPER PRODUCTS NORWICH ROD PLANT","Stack Air Releases","NEW LONDON","CT","Copper compounds","331 Primary Metals","False",6.13786
2019,"06492BYKCH524SO","BYK USA INC","Stack Air Releases","NEW HAVEN","CT","Glycol ethers","325 Chemicals","False",6.13684
2009,"06108PRTTW400MA","PRATT & WHITNEY","Fugitive Air Releases","HARTFORD","CT","Nitric acid","336 Transportation Equipment","False",6.1357
2009,"06787SMMTC1430W","SUMMIT CORP OF AMERICA","Fugitive Air Releases","LITCHFIELD","CT","Nitric acid","332 Fabricated Metals","False",6.13315
2008,"06787SMMTC1430W","SUMMIT CORP OF AMERICA","Fugitive Air Releases","LITCHFIELD","CT","Nitric acid","332 Fabricated Metals","False",6.11589
2010,"06795KLRLN856EC","PPG INDUSTRIES INC WATERTOWN","Stack Air Releases","LITCHFIELD","CT","Xylene (mixed isomers)","325 Chemicals","False",6.11498
2011,"06360PHLPS41WAW","FREEPORT-MCMORAN COPPER PRODUCTS NORWICH ROD PLANT","Stack Air Releases","NEW LONDON","CT","Copper compounds","331 Primary Metals","False",6.10025
2009,"06795KLRLN856EC","PPG INDUSTRIES INC WATERTOWN","Stack Air Releases","LITCHFIELD","CT","Xylene (mixed isomers)","325 Chemicals","False",6.09985
2007,"06787SMMTC1430W","SUMMIT CORP OF AMERICA","Fugitive Air Releases","LITCHFIELD","CT","Nitric acid","332 Fabricated Metals","False",6.09862
2007,"06492THRMS155EA","THERMOSPAS INC","Stack Air Releases","NEW HAVEN","CT","Styrene","326 Plastics and Rubber","False",6.09177
2013,"06492MRCNCSOUTH","ALLNEX USA INC WALLINGFORD CT SITE","Stack Air Releases","NEW HAVEN","CT","Xylene (mixed isomers)","325 Chemicals","False",6.0802
2018,"06492BYKCH524SO","BYK USA INC","Stack Air Releases","NEW HAVEN","CT","Xylene (mixed isomers)","325 Chemicals","False",6.06626
2010,"06360PHLPS41WAW","FREEPORT-MCMORAN COPPER PRODUCTS NORWICH ROD PLANT","Stack Air Releases","NEW LONDON","CT","Copper compounds","331 Primary Metals","False",6.06483
2008,"06508HBVSH50IVE","H.B. IVES","Stack Air Releases","NEW HAVEN","CT","Lead compounds","332 Fabricated Metals","False",6.05389
2013,"06704SDLNC1875T","SEIDEL INC","Stack Air Releases","NEW HAVEN","CT","Nitric acid","332 Fabricated Metals","False",6.04704
2016,"0607WMTLST8KIMB","ELEMENT MATERIALS TECHNOLOGY HARTFORD INC","Stack Air Releases","HARTFORD","CT","Nitric acid","336 Transportation Equipment","False",6.0435
2009,"06360PHLPS41WAW","FREEPORT-MCMORAN COPPER PRODUCTS NORWICH ROD PLANT","Stack Air Releases","NEW LONDON","CT","Copper compounds","331 Primary Metals","False",6.0314
2013,"06770LCTRC18RAD","ELECTRIC CABLE COMPOUNDS INC","Stack Air Releases","NEW HAVEN","CT","Lead compounds","325 Chemicals","False",6.01577
2019,"11771CMMNDONECO","COMMANDER TERMINALS LLC","Stack Air Releases","NASSAU","NY","Naphthalene","4247 Petroleum Bulk Terminals","True",6.01076
2008,"06360PHLPS41WAW","FREEPORT-MCMORAN COPPER PRODUCTS NORWICH ROD PLANT","Stack Air Releases","NEW LONDON","CT","Copper compounds","331 Primary Metals","False",5.99796
2012,"06770LCTRC18RAD","ELECTRIC CABLE COMPOUNDS INC","Stack Air Releases","NEW HAVEN","CT","Lead compounds","325 Chemicals","False",5.99645
2011,"06607BRDGP250EA","SPRAGUE BRIDGEPORT TERMINAL","Fugitive Air Releases","FAIRFIELD","CT","Naphthalene","4247 Petroleum Bulk Terminals","True",5.99484
2014,"10562MTLLZ19SOU","METALLIZED CARBON CORP","Stack Air Releases","WESTCHESTER","NY","Copper","339 Miscellaneous Manufacturing","False",5.99017
2013,"06492MRCNCSOUTH","ALLNEX USA INC WALLINGFORD CT SITE","Off-Site Incineration","NEW HAVEN","CT","Formaldehyde","325 Chemicals","False",5.986468
2013,"06010MTLFN60WOO","METAL FINISHING TECHNOLOGIES LLC","Transfers to POTWs","HARTFORD","CT","Nickel compounds","332 Fabricated Metals","False",5.977836
2012,"06492MRCNCSOUTH","ALLNEX USA INC WALLINGFORD CT SITE","Stack Air Releases","NEW HAVEN","CT","n-Butyl alcohol","325 Chemicals","False",5.96848
2008,"06607BRDGP250EA","SPRAGUE BRIDGEPORT TERMINAL","Fugitive Air Releases","FAIRFIELD","CT","Naphthalene","4247 Petroleum Bulk Terminals","True",5.96388
2017,"06023STNCH401BE","STANCHEM INC","Fugitive Air Releases","HARTFORD","CT","Ethyl acrylate","325 Chemicals","False",5.95076
2016,"06023STNCH401BE","STANCHEM INC","Fugitive Air Releases","HARTFORD","CT","Ethyl acrylate","325 Chemicals","False",5.9359
2013,"06480SFTYK56BRW","SAFETY-KLEEN SYSTEMS INC","Fugitive Air Releases","MIDDLESEX","CT","Polycyclic aromatic compounds","4247 Petroleum Bulk Terminals","True",5.92447
2015,"06023STNCH401BE","STANCHEM INC","Fugitive Air Releases","HARTFORD","CT","Ethyl acrylate","325 Chemicals","False",5.92157
2015,"12533BMXXXEASTF","GLOBALFOUNDRIES US 2 LLC","Stack Air Releases","DUTCHESS","NY","Nitric acid","334 Computers and Electronic Products","False",5.92139
2018,"06023STNCH401BE","STANCHEM INC","Off-Site Incineration","HARTFORD","CT","Butyl acrylate","325 Chemicals","False",5.91998
2013,"06708HBBRD563SL","HUBBARD-HALL INC","Stack Air Releases","NEW HAVEN","CT","Tetrachloroethylene (Perchloroethylene)","4246 Chemical Wholesalers","True",5.9192
2008,"11704MRCNC400SH","AMERICAN ACRYLIC CORP","Stack Air Releases","SUFFOLK","NY","Methyl methacrylate","326 Plastics and Rubber","False",5.91711
2007,"06468VTRMNROUTE","VISHAY VITRAMON INC","Stack Air Releases","FAIRFIELD","CT","Lead compounds","334 Computers and Electronic Products","False",5.91066
2017,"06473FMSSB7GRAS","OF MOSSBERG & SONS INC","Direct Water Releases","NEW HAVEN","CT","Lead compounds","332 Fabricated Metals","False",5.90943
2014,"06023STNCH401BE","STANCHEM INC","Fugitive Air Releases","HARTFORD","CT","Ethyl acrylate","325 Chemicals","False",5.90822
2013,"06023STNCH401BE","STANCHEM INC","Fugitive Air Releases","HARTFORD","CT","Ethyl acrylate","325 Chemicals","False",5.89539
2014,"06492MRCNCSOUTH","ALLNEX USA INC WALLINGFORD CT SITE","Off-Site Incineration","NEW HAVEN","CT","Formaldehyde","325 Chemicals","False",5.89236
2010,"06708HBBRD563SL","HUBBARD-HALL INC","Stack Air Releases","NEW HAVEN","CT","Tetrachloroethylene (Perchloroethylene)","4246 Chemical Wholesalers","True",5.88331
2015,"06473FMSSB7GRAS","OF MOSSBERG & SONS INC","Direct Water Releases","NEW HAVEN","CT","Lead compounds","332 Fabricated Metals","False",5.87925
2011,"06787QLTYR135SO","UNIMETAL SURFACE FINISHING LLC","Fugitive Air Releases","LITCHFIELD","CT","Nitrate compounds","332 Fabricated Metals","False",5.87143
2011,"06611MHLNC20NUT","MAHLE, INC","Stack Air Releases","FAIRFIELD","CT","Lead","333 Machinery","False",5.86428
2018,"11901TSCCR212SO","UNITED RIVERHEAD TERMINAL INC","Stack Air Releases","SUFFOLK","NY","1,2,4-Trimethylbenzene","4247 Petroleum Bulk Terminals","True",5.86378
2010,"06477LGHTS37ROB","LIGHT SOURCES INC","Fugitive Air Releases","NEW HAVEN","CT","Mercury","335 Electrical Equipment","False",5.86139
2015,"06010SSCTD18MAI","ASSOCIATED SPRING","Transfers to POTWs","HARTFORD","CT","Chromium","336 Transportation Equipment","False",5.8255213
2010,"06770DNHMC15EAS","UNIMETAL SURFACE FINISHING LLC","Transfers to POTWs","NEW HAVEN","CT","Chromium compounds","332 Fabricated Metals","False",5.82316
2018,"06479TRRYS492SU","TORREY S CRANE","Fugitive Air Releases","HARTFORD","CT","Lead compounds","331 Primary Metals","False",5.81957
2019,"12533BMXXXEASTF","GLOBALFOUNDRIES US 2 LLC","Direct Water Releases","DUTCHESS","NY","Nitrate compounds","334 Computers and Electronic Products","False",5.807673
2008,"06108PRTTW400MA","PRATT & WHITNEY","Fugitive Air Releases","HARTFORD","CT","Nitric acid","336 Transportation Equipment","False",5.80502
2008,"06480SFTYK56BRW","SAFETY-KLEEN SYSTEMS INC","Stack Air Releases","MIDDLESEX","CT","Polycyclic aromatic compounds","4247 Petroleum Bulk Terminals","True",5.79943
2017,"11590PRKNL1101P","OERLIKON METCO (US) INC","Stack Air Releases","NASSAU","NY","Aluminum (fume or dust)","332 Fabricated Metals","False",5.79899
2016,"11590PRKNL1101P","OERLIKON METCO (US) INC","Stack Air Releases","NASSAU","NY","Aluminum (fume or dust)","332 Fabricated Metals","False",5.7982
2019,"06601SKRSK6900M","SIKORSKY AIRCRAFT STRATFORD FACILITY","Stack Air Releases","FAIRFIELD","CT","Nitric acid","336 Transportation Equipment","False",5.79516
2019,"06490SPRRPLACEY","SUPERIOR PLATING CO","Fugitive Air Releases","FAIRFIELD","CT","Lead compounds","332 Fabricated Metals","False",5.78255
2013,"11733NRTHV19TER","NORTHVILLE INDUSTRIES CORP - SETAUKET TERMINAL","Stack Air Releases","SUFFOLK","NY","Naphthalene","4247 Petroleum Bulk Terminals","True",5.7821
2010,"11733NRTHV19TER","NORTHVILLE INDUSTRIES CORP - SETAUKET TERMINAL","Stack Air Releases","SUFFOLK","NY","Ethylbenzene","4247 Petroleum Bulk Terminals","True",5.78157
2011,"06477LGHTS37ROB","LIGHT SOURCES INC","Fugitive Air Releases","NEW HAVEN","CT","Mercury","335 Electrical Equipment","False",5.77762
2010,"06721PHNXS130FR","PHOENIX SOIL LLC","Direct Water Releases","NEW HAVEN","CT","Lead compounds","325 Chemicals","False",5.77568
2017,"06607BRDGP250EA","SPRAGUE BRIDGEPORT TERMINAL","Stack Air Releases","FAIRFIELD","CT","Ethylbenzene","4247 Petroleum Bulk Terminals","True",5.77448
2009,"11547MBLLGSHORE","GLOBAL COS LLC GLENWOOD LANDING TERMINAL","Stack Air Releases","NASSAU","NY","Ethylbenzene","4247 Petroleum Bulk Terminals","True",5.76839
2012,"11733NRTHV19TER","NORTHVILLE INDUSTRIES CORP - SETAUKET TERMINAL","Stack Air Releases","SUFFOLK","NY","Naphthalene","4247 Petroleum Bulk Terminals","True",5.76382
2018,"06490SPRRPLACEY","SUPERIOR PLATING CO","Fugitive Air Releases","FAIRFIELD","CT","Lead compounds","332 Fabricated Metals","False",5.75667
2017,"06490SPRRPLACEY","SUPERIOR PLATING CO","Fugitive Air Releases","FAIRFIELD","CT","Lead compounds","332 Fabricated Metals","False",5.73111
2013,"06517GLFLL42850","GULF OIL LP NEW HAVEN TERMINAL","Fugitive Air Releases","NEW HAVEN","CT","1,2,4-Trimethylbenzene","4247 Petroleum Bulk Terminals","True",5.71831
2009,"11733NRTHV19TER","NORTHVILLE INDUSTRIES CORP - SETAUKET TERMINAL","Stack Air Releases","SUFFOLK","NY","Naphthalene","4247 Petroleum Bulk Terminals","True",5.71186
2016,"06490SPRRPLACEY","SUPERIOR PLATING CO","Fugitive Air Releases","FAIRFIELD","CT","Lead compounds","332 Fabricated Metals","False",5.70582
2013,"06095CTNGS111GR","SCAPA NA LLC","Stack Air Releases","HARTFORD","CT","Xylene (mixed isomers)","322 Paper","False",5.70107
2014,"06010MTLFN60WOO","METAL FINISHING TECHNOLOGIES LLC","Transfers to POTWs","HARTFORD","CT","Nickel compounds","332 Fabricated Metals","False",5.69271
2011,"11704MRCNC400SH","AMERICAN ACRYLIC CORP","Stack Air Releases","SUFFOLK","NY","Methyl methacrylate","326 Plastics and Rubber","False",5.69115
2010,"06512NRTHS481ES","SHELL NEW HAVEN TERMINAL","Fugitive Air Releases","NEW HAVEN","CT","Xylene (mixed isomers)","4247 Petroleum Bulk Terminals","True",5.68885
2015,"06490SPRRPLACEY","SUPERIOR PLATING CO","Fugitive Air Releases","FAIRFIELD","CT","Lead compounds","332 Fabricated Metals","False",5.68079
2007,"06108PRTTW400MA","PRATT & WHITNEY","Fugitive Air Releases","HARTFORD","CT","Nitric acid","336 Transportation Equipment","False",5.6797
2019,"06607BRDGP250EA","SPRAGUE BRIDGEPORT TERMINAL","Stack Air Releases","FAIRFIELD","CT","Naphthalene","4247 Petroleum Bulk Terminals","True",5.67125
2010,"11742PRDSL6LONG","PRIDE SOLVENT & CHEMICAL CO OF NY INC","Fugitive Air Releases","SUFFOLK","NY","Dichloromethane","339 Miscellaneous Manufacturing","True",5.66563
2008,"06461BCCNS565BI","BIC CONSUMER PRODUCTS MANUFACTURING CO INC","Stack Air Releases","NEW HAVEN","CT","Polycyclic aromatic compounds","339 Miscellaneous Manufacturing","False",5.66364
2014,"06490SPRRPLACEY","SUPERIOR PLATING CO","Fugitive Air Releases","FAIRFIELD","CT","Lead compounds","332 Fabricated Metals","False",5.656
2016,"11777PRTJFBEECH","NATIONAL GRID  PORT JEFFERSON POWER STATION","Stack Air Releases","SUFFOLK","NY","Polycyclic aromatic compounds","2211 Electric Utilities","True",5.65467
2009,"11733NRTHV19TER","NORTHVILLE INDUSTRIES CORP - SETAUKET TERMINAL","Stack Air Releases","SUFFOLK","NY","Ethylbenzene","4247 Petroleum Bulk Terminals","True",5.64925
2010,"06492CYRNDSOUTH","ROEHM AMERICA LLC","Stack Air Releases","NEW HAVEN","CT","Maleic anhydride","325 Chemicals","False",5.64428
2009,"06517GLFLL42850","GULF OIL LP NEW HAVEN TERMINAL","Fugitive Air Releases","NEW HAVEN","CT","1,2,4-Trimethylbenzene","4247 Petroleum Bulk Terminals","True",5.64254
2013,"06492MRCNCSOUTH","ALLNEX USA INC WALLINGFORD CT SITE","Stack Air Releases","NEW HAVEN","CT","n-Butyl alcohol","325 Chemicals","False",5.6388
2013,"06490SPRRPLACEY","SUPERIOR PLATING CO","Fugitive Air Releases","FAIRFIELD","CT","Lead compounds","332 Fabricated Metals","False",5.63141
2010,"06601SKRSK6900M","SIKORSKY AIRCRAFT STRATFORD FACILITY","Fugitive Air Releases","FAIRFIELD","CT","Nitric acid","336 Transportation Equipment","False",5.62805
2007,"06516DTSCH14FAR","DEITSCH PLASTIC CO INC","Stack Air Releases","NEW HAVEN","CT","N,N-Dimethylformamide","313 Textiles","False",5.62702
2015,"06512NRTHS481ES","SHELL NEW HAVEN TERMINAL","Fugitive Air Releases","NEW HAVEN","CT","Xylene (mixed isomers)","4247 Petroleum Bulk Terminals","True",5.62541
2012,"10562MTLLZ19SOU","METALLIZED CARBON CORP","Stack Air Releases","WESTCHESTER","NY","Copper","339 Miscellaneous Manufacturing","False",5.61916
2017,"06492BYKCH524SO","BYK USA INC","Stack Air Releases","NEW HAVEN","CT","Xylene (mixed isomers)","325 Chemicals","False",5.61671
2017,"11777PRTJFBEECH","NATIONAL GRID  PORT JEFFERSON POWER STATION","Stack Air Releases","SUFFOLK","NY","Polycyclic aromatic compounds","2211 Electric Utilities","True",5.61465
2007,"06517GLFLL42850","GULF OIL LP NEW HAVEN TERMINAL","Fugitive Air Releases","NEW HAVEN","CT","1,2,4-Trimethylbenzene","4247 Petroleum Bulk Terminals","True",5.61359
2012,"06490SPRRPLACEY","SUPERIOR PLATING CO","Fugitive Air Releases","FAIRFIELD","CT","Lead compounds","332 Fabricated Metals","False",5.60707
2008,"06468VTRMNROUTE","VISHAY VITRAMON INC","Stack Air Releases","FAIRFIELD","CT","Lead compounds","334 Computers and Electronic Products","False",5.59624
2011,"06490SPRRPLACEY","SUPERIOR PLATING CO","Fugitive Air Releases","FAIRFIELD","CT","Lead compounds","332 Fabricated Metals","False",5.58285
2007,"10562MTLLZ19SOU","METALLIZED CARBON CORP","Fugitive Air Releases","WESTCHESTER","NY","Antimony","339 Miscellaneous Manufacturing","False",5.58217
2014,"11547MBLLGSHORE","GLOBAL COS LLC GLENWOOD LANDING TERMINAL","Fugitive Air Releases","NASSAU","NY","Ethylbenzene","4247 Petroleum Bulk Terminals","True",5.57711
2014,"11704MRCNC400SH","AMERICAN ACRYLIC CORP","Stack Air Releases","SUFFOLK","NY","Methyl methacrylate","326 Plastics and Rubber","False",5.57067
2010,"06096HMLTN1HAMI","HAMILTON SUNDSTRAND","Fugitive Air Releases","HARTFORD","CT","Lead","336 Transportation Equipment","False",5.56937
2018,"06706SMRST215PI","WIELAND ROLLED PRODUCTS NA - WATERBURY FACILITY","Direct Water Releases","NEW HAVEN","CT","Chromium","331 Primary Metals","False",5.559
2010,"06490SPRRPLACEY","SUPERIOR PLATING CO","Fugitive Air Releases","FAIRFIELD","CT","Lead compounds","332 Fabricated Metals","False",5.55891
2012,"06095CTNGS111GR","SCAPA NA LLC","Stack Air Releases","HARTFORD","CT","Xylene (mixed isomers)","322 Paper","False",5.54675
2007,"06473NRTHS291ST","QUEBECOR WORLD NORTHEAST GRAPHICS","Stack Air Releases","NEW HAVEN","CT","Glycol ethers","323 Printing","False",5.54528
2016,"11704MRCNC400SH","AMERICAN ACRYLIC CORP","Stack Air Releases","SUFFOLK","NY","Methyl methacrylate","326 Plastics and Rubber","False",5.54416
2009,"06490SPRRPLACEY","SUPERIOR PLATING CO","Fugitive Air Releases","FAIRFIELD","CT","Lead compounds","332 Fabricated Metals","False",5.53513
2007,"11768NRTHPWATER","NATIONAL GRID  NORTHPORT POWER STATION","Stack Air Releases","SUFFOLK","NY","Vanadium compounds","2211 Electric Utilities","True",5.52917
2018,"06023STNCH401BE","STANCHEM INC","Fugitive Air Releases","HARTFORD","CT","Vinyl acetate","325 Chemicals","False",5.52787
2015,"06708HBBRD563SL","HUBBARD-HALL INC","Fugitive Air Releases","NEW HAVEN","CT","Nitric acid","4246 Chemical Wholesalers","True",5.51854
2014,"11742RCHRD607UN","RICHARD M FLYNN POWER PLANT","Stack Air Releases","SUFFOLK","NY","Naphthalene","2211 Electric Utilities","True",5.51753
2019,"11787GLLLC300MA","PARKER HANNIFIN CORP FLUID SYSTEMS DIV","Fugitive Air Releases","SUFFOLK","NY","Lead","336 Transportation Equipment","False",5.51616
2018,"06512NRTHS481ES","SHELL NEW HAVEN TERMINAL","Fugitive Air Releases","NEW HAVEN","CT","Xylene (mixed isomers)","4247 Petroleum Bulk Terminals","True",5.51354
2008,"06490SPRRPLACEY","SUPERIOR PLATING CO","Fugitive Air Releases","FAIRFIELD","CT","Lead compounds","332 Fabricated Metals","False",5.51135
2019,"06787QLTYR135SO","UNIMETAL SURFACE FINISHING LLC","Fugitive Air Releases","LITCHFIELD","CT","Nitrate compounds","332 Fabricated Metals","False",5.51107
2011,"06412CRYDY67WIN","PURIFICATION TECHNOLOGIES LLC","Stack Air Releases","MIDDLESEX","CT","Acetonitrile","325 Chemicals","False",5.50683
2019,"11901TSCCR212SO","UNITED RIVERHEAD TERMINAL INC","Stack Air Releases","SUFFOLK","NY","Hydrogen sulfide","4247 Petroleum Bulk Terminals","True",5.50454
2018,"11787GLLLC300MA","PARKER HANNIFIN CORP FLUID SYSTEMS DIV","Fugitive Air Releases","SUFFOLK","NY","Lead","336 Transportation Equipment","False",5.49939
2007,"06490SPRRPLACEY","SUPERIOR PLATING CO","Fugitive Air Releases","FAIRFIELD","CT","Lead compounds","332 Fabricated Metals","False",5.48757
2017,"11787GLLLC300MA","PARKER HANNIFIN CORP FLUID SYSTEMS DIV","Fugitive Air Releases","SUFFOLK","NY","Lead","336 Transportation Equipment","False",5.48295
2007,"11790NSSQG299SU","NISSEQUOGUE COGEN PARTNERS","Stack Air Releases","SUFFOLK","NY","1,2,4-Trimethylbenzene","2211 Electric Utilities","True",5.48217
2010,"06412CRYDY67WIN","PURIFICATION TECHNOLOGIES LLC","Stack Air Releases","MIDDLESEX","CT","Acetonitrile","325 Chemicals","False",5.47958
2009,"06611MHLNC20NUT","MAHLE, INC","Stack Air Releases","FAIRFIELD","CT","Lead","333 Machinery","False",5.46863
2016,"11787GLLLC300MA","PARKER HANNIFIN CORP FLUID SYSTEMS DIV","Fugitive Air Releases","SUFFOLK","NY","Lead","336 Transportation Equipment","False",5.467
2019,"06010CLNHR51BRO","CLEAN HARBORS OF CONNECTICUT INC","Transfers to POTWs","HARTFORD","CT","Copper compounds","562 Hazardous Waste","True",5.465447
2011,"06108PRTTW400MA","PRATT & WHITNEY","Fugitive Air Releases","HARTFORD","CT","Nitric acid","336 Transportation Equipment","False",5.46482
2019,"06492TCHCR340QU","APCT-WALLINGFORD INC","Transfers to POTWs","NEW HAVEN","CT","Lead","334 Computers and Electronic Products","False",5.46469
2013,"10562MTLLZ19SOU","METALLIZED CARBON CORP","Stack Air Releases","WESTCHESTER","NY","Copper","339 Miscellaneous Manufacturing","False",5.46256
2007,"06810BHRNGBRIAR","BOEHRINGER INGELHEIM PHARMACEU T ICALS INC","Fugitive Air Releases","FAIRFIELD","CT","CFC-12 (dichlorodifluoromethane)","325 Chemicals","False",5.46088
2016,"06492MRCNCSOUTH","ALLNEX USA INC WALLINGFORD CT SITE","Stack Air Releases","NEW HAVEN","CT","n-Butyl alcohol","325 Chemicals","False",5.46026
2012,"06410GSTCH1855P","OGS TECHNOLOGIES INC","Direct Water Releases","NEW HAVEN","CT","Lead compounds","332 Fabricated Metals","False",5.45361
2015,"11787GLLLC300MA","PARKER HANNIFIN CORP FLUID SYSTEMS DIV","Fugitive Air Releases","SUFFOLK","NY","Lead","336 Transportation Equipment","False",5.45127
2015,"06492MRCNCSOUTH","ALLNEX USA INC WALLINGFORD CT SITE","Stack Air Releases","NEW HAVEN","CT","n-Butyl alcohol","325 Chemicals","False",5.44223
2013,"06514PRCLN129LE","PORCELEN LTD CT LLC","Stack Air Releases","NEW HAVEN","CT","1,2,4-Trimethylbenzene","325 Chemicals","False",5.44173
2018,"11901TSCCR212SO","UNITED RIVERHEAD TERMINAL INC","Fugitive Air Releases","SUFFOLK","NY","Benzene","4247 Petroleum Bulk Terminals","True",5.44064
2014,"11787GLLLC300MA","PARKER HANNIFIN CORP FLUID SYSTEMS DIV","Fugitive Air Releases","SUFFOLK","NY","Lead","336 Transportation Equipment","False",5.43571
2013,"06010SSCTD18MAI","ASSOCIATED SPRING","Transfers to POTWs","HARTFORD","CT","Chromium","336 Transportation Equipment","False",5.4344432
2019,"11768NRTHPWATER","NATIONAL GRID  NORTHPORT POWER STATION","Stack Air Releases","SUFFOLK","NY","Ammonia","2211 Electric Utilities","True",5.42819
2013,"11787GLLLC300MA","PARKER HANNIFIN CORP FLUID SYSTEMS DIV","Fugitive Air Releases","SUFFOLK","NY","Lead","336 Transportation Equipment","False",5.4207
2012,"11787GLLLC300MA","PARKER HANNIFIN CORP FLUID SYSTEMS DIV","Fugitive Air Releases","SUFFOLK","NY","Lead","336 Transportation Equipment","False",5.406
2015,"06473NTDST195MC","COVIDIEN LP","Fugitive Air Releases","NEW HAVEN","CT","Dichloromethane","339 Miscellaneous Manufacturing","False",5.39692
2015,"06492MRCNCSOUTH","ALLNEX USA INC WALLINGFORD CT SITE","Fugitive Air Releases","NEW HAVEN","CT","Xylene (mixed isomers)","325 Chemicals","False",5.39343
2011,"06480SFTYK56BRW","SAFETY-KLEEN SYSTEMS INC","Stack Air Releases","MIDDLESEX","CT","Polycyclic aromatic compounds","4247 Petroleum Bulk Terminals","True",5.39228
2011,"11787GLLLC300MA","PARKER HANNIFIN CORP FLUID SYSTEMS DIV","Fugitive Air Releases","SUFFOLK","NY","Lead","336 Transportation Equipment","False",5.39158
2014,"11733NRTHV19TER","NORTHVILLE INDUSTRIES CORP - SETAUKET TERMINAL","Stack Air Releases","SUFFOLK","NY","Ethylbenzene","4247 Petroleum Bulk Terminals","True",5.38458
2010,"06480SFTYK56BRW","SAFETY-KLEEN SYSTEMS INC","Stack Air Releases","MIDDLESEX","CT","Polycyclic aromatic compounds","4247 Petroleum Bulk Terminals","True",5.37855
2010,"11787GLLLC300MA","PARKER HANNIFIN CORP FLUID SYSTEMS DIV","Fugitive Air Releases","SUFFOLK","NY","Lead","336 Transportation Equipment","False",5.37746
2015,"06492BYKCH524SO","BYK USA INC","Fugitive Air Releases","NEW HAVEN","CT","Xylene (mixed isomers)","325 Chemicals","False",5.37504
2019,"06010MTLFN60WOO","METAL FINISHING TECHNOLOGIES LLC","Stack Air Releases","HARTFORD","CT","Nitric acid","332 Fabricated Metals","False",5.37182
2009,"06480SFTYK56BRW","SAFETY-KLEEN SYSTEMS INC","Stack Air Releases","MIDDLESEX","CT","Polycyclic aromatic compounds","4247 Petroleum Bulk Terminals","True",5.36594
2009,"11787GLLLC300MA","PARKER HANNIFIN CORP FLUID SYSTEMS DIV","Fugitive Air Releases","SUFFOLK","NY","Lead","336 Transportation Equipment","False",5.36348
2008,"11787GLLLC300MA","PARKER HANNIFIN CORP FLUID SYSTEMS DIV","Fugitive Air Releases","SUFFOLK","NY","Lead","336 Transportation Equipment","False",5.34949
2010,"06517GLFLL42850","GULF OIL LP NEW HAVEN TERMINAL","Fugitive Air Releases","NEW HAVEN","CT","1,2,4-Trimethylbenzene","4247 Petroleum Bulk Terminals","True",5.34913
2012,"06110CHNDLCHART","TRIUMPH ENGINE CONTROL SYSTEMS LLC","Stack Air Releases","HARTFORD","CT","Ammonia","336 Transportation Equipment","False",5.34543
2010,"06704MRCNL1358T","AMERICAN ELECTRO PRODUCTS INC","Fugitive Air Releases","NEW HAVEN","CT","Lead compounds","332 Fabricated Metals","False",5.34526
2013,"06479TRRYS492SU","TORREY S CRANE","Stack Air Releases","HARTFORD","CT","Lead compounds","331 Primary Metals","False",5.3452
